Kategori1,Kategori2,Kategori3,Harga,HargaAtas,OmsetMinimum,JumlahTerjual,JumlahReview,JumlahRating,ValidOrder,KotaPengiriman,PenjualanSebelumnya,KenaikanPenjualan,PersentaseKenaikanPenjualan,ReviewSebelumnya,KenaikanReviewPenjualan,PersentaseKenaikanReview,ExtractionTimestamp
Hobi & Koleksi,Koleksi,Koleksi Penggemar,100.0,100.0,205100,2051,29,4.86206896551724,0.0141,KOTA BATU,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Lainnya,400.0,400.0,6188800,15472,55,4.81818181818182,0.0036,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,550.0,3000.0,29956850,54467,877,4.98628571428571,0.0161,KOTA DEPOK,5213.0,4254.0,8.4719966482783,818.0,59.0,7.21271393643032,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,500.0,895.0,101122000,202244,1326,4.96380090497738,0.0066,KOTA JAKARTA SELATAN,197688.0,4556.0,2.3464165756141,1299.0,27.0,2.07852193995381,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Action Figure,450.0,3000.0,2226600,4948,14,4.92857142857143,0.0028000000000000004,KOTA BEKASI,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Action Figure,1000.0,1000.0,41265000,41265,1025,4.49071358748778,0.0248,KAB. TUBAN,37369.0,3896.0,1.4257539671921,913.0,112.0,12.2672508214677,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,390.0,550.0,19936410,51119,722,4.98060941828255,0.0141,KOTA BOGOR,4739.0,381.0,8.5343592128348,667.0,55.0,8.24587706146927,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,590.0,690.0,43064100,72990,2252,4.96447602131439,0.030899999999999997,KOTA JAKARTA BARAT,68644.0,4346.0,6.33121612959618,2153.0,99.0,4.59823502090107,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,145.0,145.0,1343425,9265,17,4.76470588235294,0.0018,KAB. BOGOR,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,350.0,670.0,7827750,22365,119,4.86554621848739,0.0053,KAB. SLEMAN,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,475.0,475.0,41079425,86483,1122,4.72167707404104,0.013000000000000001,KOTA DEPOK,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,200.0,350.0,9509000,47545,313,4.79552715654952,0.0066,KOTA MEDAN,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,300.0,450.0,14072400,46908,405,4.85185185185185,0.0086,KOTA DENPASAR,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koin & Uang Kertas,2500.0,3000.0,451462500,180585,4585,4.88745910577972,0.0254,KOTA JAKARTA SELATAN,176477.0,418.0,2.32778295844,4397.0,188.0,4.27564248351149,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koin & Uang Kertas,200.0,200.0,4247800,21239,655,4.81039755351682,0.0308,KAB. PATI,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,1250.0,1300.0,20421250,16337,1129,4.94331266607617,0.0691,KAB. SIDOARJO,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,150.0,500.0,817950,5453,17,4.70588235294118,0.0031,KAB. SLEMAN,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koin & Uang Kertas,120.0,150.0,289320,2411,1,5.0,0.0004,KAB. CIREBON,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,350.0,800.0,58830800,168088,1754,4.85404789053592,0.0104,KAB. BOGOR,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,495.0,650.0,3413520,6896,187,4.9144385026738,0.0271,KOTA CIREBON,3698.0,3198.0,86.479177934184,97.0,9.0,92.7835051546392,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,4000.0,4000.0,53632000,13408,4354,4.87620578778135,0.3247,KOTA BOGOR,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Action Figure,1000.0,1000.0,15127000,15127,67,4.88059701492537,0.0044,KOTA JAKARTA SELATAN,11854.0,3273.0,27.6193318394,53.0,14.0,26.4150943396226,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,3500.0,3500.0,15431500,4409,782,4.91176470588235,0.17739999999999997,KOTA BANDUNG,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,163.0,163.0,42819122,262694,1132,4.84615384615385,0.0043,KOTA DEPOK,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,339.0,1700.0,5404338,15942,752,4.96276595744681,0.0472,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Action Figure,34500.0,34500.0,320229000,9282,3733,4.4709037275409,0.4022,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,750.0,999.0,39312750,52417,554,4.82671480144404,0.0106,KAB. BOGOR,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,998.0,998.0,702611960,704020,17369,4.92422582319359,0.024700000000000003,KOTA TANJUNG PINANG,7185.0,2935.0,0.41863682723549,17296.0,73.0,0.422062904717854,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Action Figure,3221.0,3221.0,93769752,29112,3252,4.86857494613727,0.1117,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Lainnya,260.0,510.0,875940,3369,37,5.0,0.011000000000000001,KAB. SIDOARJO,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Anime & Manga,15000.0,22000.0,241725000,16115,6298,4.81366163621922,0.3908,KOTA JAKARTA SELATAN,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,200.0,500.0,7201600,36008,108,4.90740740740741,0.003,KAB. SLEMAN,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koleksi Penggemar,3500.0,3500.0,17171000,4906,889,4.95050618672666,0.1812,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Hobi & Koleksi,Koleksi,Koin & Uang Kertas,100.0,100.0,606200,6062,30,4.63333333333333,0.0049,KAB. KUDUS,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Fan & Heatsink,8240.0,8240.0,101640400,12335,23,5.0,0.0019,KOTA CIREBON,9469.0,2866.0,3.267187665121,18.0,5.0,27.7777777777778,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Fan & Heatsink,750.0,750.0,5805000,7740,83,4.92771084337349,0.010700000000000001,KAB. NGAWI,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Memory RAM,65500.0,65500.0,140825000,2150,584,4.97260273972603,0.2716,KAB. TUBAN,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Fan & Heatsink,17000.0,17000.0,116467000,6851,2462,4.68401789345262,0.3594,KOTA JAKARTA UTARA,4355.0,2496.0,57.313432835829,1595.0,867.0,54.3573667711599,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Komponen Desktop & Laptop Lainnya,2500.0,2500.0,34980000,13992,634,4.86908517350158,0.0453,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Power Supply,9000.0,25000.0,61524000,6836,938,4.48507462686567,0.13720000000000002,KOTA SURABAYA,5198.0,1638.0,31.51212461716,728.0,21.0,28.8461538461538,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,UPS & Stabilizer,115.0,115.0,2363020,20548,124,4.81451612903226,0.006,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Komponen Desktop & Laptop Lainnya,800.0,1999.0,7608000,9510,277,4.7870036101083,0.0291,KAB. JEPARA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Casing Komputer,105000.0,105000.0,95865000,913,27,4.92592592592593,0.0296,KOTA TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Sound Card,92800.0,92800.0,2293459200,24714,12173,4.6648035508795,0.4926,KOTA JAKARTA UTARA,23369.0,1345.0,5.755488397173,11548.0,625.0,5.41219258746103,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Fan & Heatsink,3500.0,3500.0,51355500,14673,1322,4.72575757575758,0.0901,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,UPS & Stabilizer,370.0,370.0,6650010,17973,241,4.94605809128631,0.0134,KAB. TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Desktop & Laptop,Sound Card,72900.0,72900.0,183051900,2511,1149,4.66376306620209,0.4576,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,1800.0,1800.0,38179800,21211,335,4.85074626865672,0.0158,KOTA BANDUNG,1679.0,4421.0,26.3311494937463,262.0,73.0,27.8625954198473,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Komponen Network Lainnya,180.0,180.0,3300840,18338,15,5.0,0.0008,KOTA JAKARTA TIMUR,13413.0,4925.0,36.71819296957,7.0,8.0,114.285714285714,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Komponen Network Lainnya,900.0,3800.0,93747600,104164,1054,4.88793922127255,0.0101,KOTA JAKARTA UTARA,98931.0,5233.0,5.289545238664,16.0,48.0,4.7713717693837,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,853.0,853.0,20635776,24192,219,4.90825688073394,0.0091,KAB. BOGOR,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,63700.0,112900.0,2212301000,34730,8032,4.85477595079704,0.23129999999999998,KAB. SIDOARJO,31586.0,3144.0,9.9537769898561,738.0,652.0,8.83468834688347,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Wireless Adapter & Kartu Network,13500.0,13500.0,216958500,16071,5300,4.64307285768214,0.3298,KOTA JAKARTA PUSAT,1465.0,1466.0,1.376583361862,4722.0,578.0,12.2405760271072,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Repeater,3200.0,3200.0,64867200,20271,646,4.88854489164087,0.0319,KOTA SURABAYA,17797.0,2474.0,13.91219366247,616.0,3.0,4.87012987012987,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,1000.0,1250.0,1775000,1775,4,5.0,0.0023,KOTA SEMARANG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Repeater,950.0,1140.0,26850800,28264,693,4.9033189033189,0.0245,KAB. SIDOARJO,25356.0,298.0,11.468685912645,642.0,51.0,7.94392523364486,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,8000.0,8000.0,20888000,2611,38,4.97368421052632,0.0146,KAB. JOMBANG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,1066.0,1066.0,3794960,3560,52,4.84615384615385,0.0146,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,1066.0,3200.0,23289968,21848,775,4.84516129032258,0.0355,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Wireless Adapter & Kartu Network,1000.0,1000.0,16910000,16910,256,4.8828125,0.0151,KAB. SIDOARJO,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,180.0,180.0,3066480,17036,68,4.91176470588235,0.004,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,4875.0,34000.0,54994875,11281,4014,4.87528117970507,0.3558,KOTA JAKARTA BARAT,9467.0,1814.0,19.1612971374247,3412.0,62.0,17.6436107854631,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,1500.0,1500.0,28540500,19027,334,4.8502994011976,0.0176,KOTA BANDUNG,17629.0,1398.0,7.9311515117137,316.0,18.0,5.69620253164557,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,8000.0,8000.0,57440000,7180,207,4.90821256038647,0.0288,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,3000.0,3000.0,27978000,9326,282,4.89007092198582,0.0302,KOTA BANDUNG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,1000.0,1000.0,10516000,10516,454,4.88325991189427,0.0432,KAB. SIDOARJO,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,3666.0,3666.0,86132670,23495,1227,4.86378466557912,0.052199999999999996,KOTA JAKARTA UTARA,2182.0,1675.0,7.67644362969753,115.0,77.0,6.69565217391304,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,550.0,550.0,7155500,13010,155,4.94193548387097,0.011899999999999999,KOTA JAKARTA PUSAT,1977.0,233.0,18.525429534481,129.0,26.0,20.1550387596899,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Wireless Adapter & Kartu Network,36900.0,36900.0,275200200,7458,3461,4.80649840440963,0.46409999999999996,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Komponen Network Lainnya,250.0,250.0,3240500,12962,61,4.88524590163934,0.004699999999999999,KOTA TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Komponen Network Lainnya,3500.0,4500.0,46746000,13356,183,4.86263736263736,0.0137,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,100.0,100.0,251100,2511,6,4.16666666666667,0.0024,KAB. BEKASI,1614.0,897.0,55.576281784387,4.0,2.0,50.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,1999.0,1999.0,85097430,42570,673,4.87667161961367,0.0158,KOTA SURABAYA,41145.0,1425.0,3.4633612832665,651.0,22.0,3.37941628264209,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Powerline Adapter,11000.0,11000.0,106898000,9718,629,4.80763116057234,0.0647,KOTA JAKARTA UTARA,8439.0,1279.0,15.155824149788,589.0,4.0,6.7911714770798,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,1500.0,1500.0,9667500,6445,144,4.91666666666667,0.0223,KOTA BANDUNG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,1800.0,1800.0,102151800,56751,751,4.83488681757656,0.0132,KOTA BANDUNG,54714.0,237.0,3.72299594253756,728.0,23.0,3.15934065934066,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,13900.0,84000.0,129895500,9345,3176,4.90249289996844,0.33990000000000004,KAB. BEKASI,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Repeater,32000.0,32000.0,258752000,8086,1364,4.8547322083639,0.16870000000000002,KAB. SIDOARJO,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Modem & Router Wireless,140900.0,140900.0,1665438000,11820,4022,4.78543013426156,0.3403,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,32000.0,32000.0,130368000,4074,1068,4.89606741573034,0.2622,KAB. SIDOARJO,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Kabel Network & Konektor,3200.0,3200.0,3132800,979,11,4.81818181818182,0.011200000000000002,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Wireless Adapter & Kartu Network,2350.0,2350.0,1927000,820,8,5.0,0.0098,KOTA TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Modem & Router Wireless,153000.0,153000.0,604503000,3951,1430,4.89160839160839,0.3619,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Repeater,129000.0,129000.0,2866638000,22222,10935,4.82685965555148,0.4921,KOTA JAKARTA BARAT,2975.0,1247.0,5.94517282479142,1373.0,562.0,5.41791188662875,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Modem & Router Wireless,5999.0,5999.0,86931509,14491,794,4.61586901763224,0.0548,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Repeater,128900.0,128900.0,1369691400,10626,5254,4.84237578526556,0.49439999999999995,KOTA JAKARTA TIMUR,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Komponen Network Lainnya,3599.0,3599.0,9360999,2601,40,4.85,0.0154,KAB. MALANG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komponen Network,Wireless Adapter & Kartu Network,62888.0,62888.0,323747424,5148,1830,4.55057408419902,0.3555,KAB. TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komputer & Aksesoris Lainnya,,53813.0,53813.0,268473057,4989,4,5.0,0.0008,KOTA SALATIGA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komputer & Aksesoris Lainnya,,450.0,450.0,2301750,5115,37,4.67567567567568,0.0072,KAB. TEMANGGUNG,2835.0,228.0,8.42328423284,21.0,16.0,76.1904761904762,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komputer & Aksesoris Lainnya,,6925.0,44300.0,131014075,18919,71,4.98591549295775,0.0038,KAB. INDRAMAYU,16524.0,2395.0,14.494692326313,59.0,12.0,20.3389830508475,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komputer & Aksesoris Lainnya,,18000.0,103600.0,41274000,2293,938,4.8708288482239,0.40909999999999996,KAB. PEKALONGAN,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komputer & Aksesoris Lainnya,,250.0,250.0,874750,3499,32,5.0,0.0091,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Komputer & Aksesoris,Komputer & Aksesoris Lainnya,,18000.0,103600.0,16308000,906,420,4.85956416464891,0.4636,KAB. PEKALONGAN,,,,,,0.0,2025-05-01 18:50:43.387102
Gaming & Konsol,Konsol Game,Konsol Game Lainnya,1500.0,1500.0,15384000,10256,1327,4.82743029389601,0.1294,KAB. SIDOARJO,,,,,,0.0,2025-05-01 18:50:43.387102
Koper & Tas Travel,Koper,,739.0,739.0,27304572,36948,2324,4.82487091222031,0.0629,KAB. TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Koper & Tas Travel,Koper,,566.0,566.0,5225878,9233,569,4.81722319859402,0.0616,KAB. TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Koper & Tas Travel,Koper & Tas Travel Lainnya,,1599.0,1615.0,110482905,69095,1259,4.92651757188498,0.0182,KOTA SURABAYA,6421.0,4885.0,7.6784924466594,1197.0,62.0,5.1796157059315,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,999.0,6000.0,182945871,183129,21654,4.89202204009816,0.1182,KOTA JAKARTA BARAT,144649.0,3848.0,26.62327122849,18262.0,3392.0,18.5740882707261,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,14500.0,14668.0,3569827500,246195,7989,4.8867853560682,0.032400000000000005,KOTA SURABAYA,215926.0,3269.0,14.1822846716,7458.0,531.0,7.11987127916331,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,35000.0,35000.0,7337050000,209630,90390,4.87960965247121,0.43119999999999997,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,14800.0,14800.0,9725109600,657102,105773,4.85514801184473,0.161,KOTA JAKARTA TIMUR,,,,,,0.0,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,866.0,866.0,76537946,88381,1609,4.77004350528278,0.0182,KOTA JAKARTA BARAT,6289.0,25491.0,4.53267611129,1195.0,414.0,34.6443514644351,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,18700.0,18700.0,2030857400,108602,15855,4.86745315752949,0.146,KOTA JAKARTA BARAT,82886.0,25716.0,31.25746256318,13253.0,262.0,19.6332905757187,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,18750.0,18750.0,4921331250,262471,25253,4.88235060709468,0.0962,KOTA SEMARANG,24657.0,21814.0,9.6435332827,24167.0,186.0,4.49373112095006,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,14500.0,14700.0,1713160500,118149,12500,4.88419956755025,0.1058,KOTA SURABAYA,95865.0,22284.0,23.2451885463934,11365.0,1135.0,9.98680158380994,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Wajah,11800.0,14800.0,821280000,69600,4587,4.82560175054705,0.0659,KOTA JAKARTA TIMUR,,,,,,0.0,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Wajah,28500.0,28500.0,3953691000,138726,22145,4.77422278618689,0.15960000000000002,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,4056.0,4261.0,1571854128,387538,52622,4.79478065840493,0.1358,KOTA JAKARTA UTARA,367351.0,2187.0,5.49528924652444,535.0,2317.0,4.60590398568731,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,14400.0,14400.0,2301998400,159861,40798,4.84636693469308,0.2552,KOTA JAKARTA TIMUR,14149.0,18371.0,12.9839564633543,37782.0,316.0,7.98263723466201,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,18700.0,19900.0,3140234900,167927,31427,4.90149367814262,0.18710000000000002,KOTA SURABAYA,149446.0,18481.0,12.3663396812226,28334.0,393.0,10.9162137361474,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,18000.0,18000.0,6009588000,333866,135813,4.8359279496885,0.4068,KOTA JAKARTA BARAT,316252.0,17614.0,5.5696945957,12918.0,6795.0,5.26670697112031,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,1990.0,4190.0,409010670,205533,31871,4.90414182616881,0.1551,KOTA JAKARTA SELATAN,187412.0,18121.0,9.66971358265,3739.0,1132.0,3.68261817235434,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,4500.0,4500.0,437935500,97319,11588,4.75554596460941,0.1191,KOTA JAKARTA UTARA,78359.0,1896.0,24.196327168877,8934.0,2654.0,29.7067383031117,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,5880.0,5880.0,447667920,76134,18776,4.62657215945427,0.2466,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,18750.0,18750.0,2033943750,108477,19717,4.87584352326348,0.1818,KOTA SEMARANG,9641.0,17836.0,19.677629328899,17612.0,215.0,11.9520781285487,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,4500.0,4500.0,645745500,143499,16270,4.7417886578915,0.1134,KOTA JAKARTA UTARA,125941.0,17558.0,13.9414487736321,13519.0,2751.0,20.3491382498706,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,15000.0,18000.0,1897710000,126514,49227,4.84133111210434,0.38909999999999995,KOTA JAKARTA BARAT,18834.0,1768.0,16.2449234614183,4378.0,6149.0,14.2741074330285,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Wajah,15500.0,15500.0,2464841000,159022,25718,4.85913354871356,0.1617,KOTA JAKARTA TIMUR,,,,,,0.0,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,13500.0,13500.0,1274629500,94417,27710,4.78459539449939,0.29350000000000004,KOTA JAKARTA BARAT,75676.0,18741.0,24.7647867223426,22657.0,553.0,22.3021582733813,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,14000.0,16000.0,4322794000,308771,88689,4.89514118430107,0.2872,KOTA JAKARTA SELATAN,29153.0,17268.0,5.9237812338185,84474.0,4215.0,4.98970097308047,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Mata,18900.0,44900.0,3327666300,176067,79855,4.87011848400591,0.4535,KOTA JAKARTA BARAT,159266.0,1681.0,1.549186229327,72431.0,7424.0,10.2497549391835,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,13916.0,13916.0,2003096872,143942,6359,4.87480339729475,0.044199999999999996,KOTA SURABAYA,12666.0,17282.0,13.644423369651,594.0,419.0,7.05387205387205,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Bibir,18799.0,18799.0,2477163029,131771,7605,4.89969724891404,0.057699999999999994,KAB. MALANG,114914.0,16857.0,14.6692393112,754.0,551.0,7.81117096682733,2025-05-01 18:50:43.387102
Perawatan & Kecantikan,Kosmetik,Kosmetik Wajah,53000.0,53400.0,19610636000,370012,197241,4.91100440135489,0.5331,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
